cleaned_comment,label,clean_text,clean_text_expanded
"seluruh rakyat indonesia tidak semiskin itu sampe harus dibayari makan siang jika orang tua atau walinya diberikan kesempatanlapangan kerja. jika tidak ada orang tuawalinya, baru bisa kasih. justifikasinya jelas. orang yang mampu kyknya bisa ngasih makan anaknya lebih dari 10 ribu sehari, bahkan mana mau cuma dikasih menu 10 ribu rupiah. 1. Pembisik tim kampanye dan ahli yang membeberkan penelitian yang mengatakan anak yg diberi makan bergizi, lebih cerdas, terlalu menutup faktor lain seperti negara yang dijadikan contoh memberikan jaminan kesehatan dan kesejahteraan orang tuawali nya. Pajaknya 20 dari pendapatan. 2. Efisiensi tapi kabinet segendut mungkin malah memperlambat aksi. Isinya cuma koordinasi semua, sedangkan yang kerja di kebijakan dilumpuhkan anggarannya 3. Citra indonesia akan sangat buruk, Investasi asing akan ogah masuk karena setara dengan negara afrika yang kelaparan yang fokus utamanya adalah perut. 4. Instansi di bidang keamanan dan pertahanan terjamin karena anggaran tidak dipotong, tapi yang untuk pembangunan seperti kesehatan, pendidikan dan teknologi dipangkas. Kemunduran ekonomi di depan mata. 5. dengan turunnya government expenditure, turunnya investasi, turunnya konsumsi rumah tangga, asumsi ekspor tumbuh sedikit dan impor anggaplah kurang dikit, pertumbuhan ekonomi negatif di depan mata.",0,seluruh rakyat indonesia tidak semiskin itu sampe harus dibayari makan siang jika orang tua atau walinya diberikan kesempatanlapangan kerja jika tidak ada orang tuawalinya baru bisa kasih justifikasinya jelas orang yang mampu kyknya bisa ngasih makan anaknya lebih dari 10 ribu sehari bahkan mana mau cuma dikasih menu 10 ribu rupiah 1 pembisik tim kampanye dan ahli yang membeberkan penelitian yang mengatakan anak yg diberi makan bergizi lebih cerdas terlalu menutup faktor lain seperti negara yang dijadikan contoh memberikan jaminan kesehatan dan kesejahteraan orang tuawali nya pajaknya 20 dari pendapatan 2 efisiensi tapi kabinet segendut mungkin malah memperlambat aksi isinya cuma koordinasi semua sedangkan yang kerja di kebijakan dilumpuhkan anggarannya 3 citra indonesia akan sangat buruk investasi asing akan ogah masuk karena setara dengan negara afrika yang kelaparan yang fokus utamanya adalah perut 4 instansi di bidang keamanan dan pertahanan terjamin karena anggaran tidak dipotong tapi yang untuk pembangunan seperti kesehatan pendidikan dan teknologi dipangkas kemunduran ekonomi di depan mata 5 dengan turunnya government expenditure turunnya investasi turunnya konsumsi rumah tangga asumsi ekspor tumbuh sedikit dan impor anggaplah kurang dikit pertumbuhan ekonomi negatif di depan mata,seluruh rakyat indonesia tidak semiskin itu sampe harus dibayari makan siang jika orang tua atau walinya diberikan kesempatanlapangan kerja jika tidak ada orang tuawalinya baru bisa kasih justifikasinya jelas orang yang mampu kyknya bisa ngasih makan anaknya lebih dari 10 ribu sehari bahkan mana mau cuma dikasih menu 10 ribu rupiah 1 pembisik tim kampanye dan ahli yang membeberkan penelitian yang mengatakan anak yang diberi makan bergizi lebih cerdas terlalu menutup faktor lain seperti negara yang dijadikan contoh memberikan jaminan kesehatan dan kesejahteraan orang tuawali nya pajaknya 20 dari pendapatan 2 efisiensi tapi kabinet segendut mungkin malah memperlambat aksi isinya cuma koordinasi semua sedangkan yang kerja di kebijakan dilumpuhkan anggarannya 3 citra indonesia akan sangat buruk investasi asing akan ogah masuk karena setara dengan negara afrika yang kelaparan yang fokus utamanya adalah perut 4 instansi di bidang keamanan dan pertahanan terjamin karena anggaran tidak dipotong tapi yang untuk pembangunan seperti kesehatan pendidikan dan teknologi dipangkas kemunduran ekonomi di depan mata 5 dengan turunnya government expenditure turunnya investasi turunnya konsumsi rumah tangga asumsi ekspor tumbuh sedikit dan impor anggaplah kurang dikit pertumbuhan ekonomi negatif di depan mata
Brengsek banget siiih.. ya Ampuuun..,0,brengsek banget siiih ya ampuuun,brengsek banget siiih ya ampuuun
"kalau tukin tidak ada pemotongan, gaji 13 dan 14 pun aman ya sepertinya ?",0,kalau tukin tidak ada pemotongan gaji 13 dan 14 pun aman ya sepertinya,kalau tukin tidak ada pemotongan gaji 13 dan 14 pun aman ya sepertinya
Di tmpat saya sumut tepat nya di tebing tinggi skolah SMP negri 4. Anak saya tiap Sabtu harus bawa bekal sendiri dan ada tema nya . Bukan di kasih makan gratis ini mala di suruh bawa sendiri,0,di tmpat saya sumut tepat nya di tebing tinggi skolah smp negri 4 anak saya tiap sabtu harus bawa bekal sendiri dan ada tema nya  bukan di kasih makan gratis ini mala di suruh bawa sendiri,di tmpat saya sumut tepat nya di tebing tinggi skolah smp negri 4 anak saya tiap sabtu harus bawa bekal sendiri dan ada tema nya bukan di kasih makan gratis ini mala di suruh bawa sendiri
Ntar korupsinya di mbg,0,ntar korupsinya di mbg,ntar korupsinya di mbg
Kami petugas pintu air di PU pengairan di rumahkan... Dampak dari kebijakan yang tak bijak.... Swasembada pangan hanya mimpi...,0,kami petugas pintu air di pu pengairan di rumahkan dampak dari kebijakan yang tak bijak swasembada pangan hanya mimpi,kami petugas pintu air di pu pengairan di rumahkan dampak dari kebijakan yang tak bijak swasembada pangan hanya mimpi
Cita2 mulia itu menang banyak tantangannya. Terutama orang2 yg gemar korupsi pasti gerah.,0,cita2 mulia itu menang banyak tantangannya terutama orang2 yg gemar korupsi pasti gerah,cita2 mulia itu menang banyak tantangannya terutama orang2 yang gemar korupsi pasti gerah
Honorer dulu diselesaikan..anhkat jdi pppk pull..jngn ini itu duluu..kami sterusnya bekerja namun gaji abal abal....,0,honorer dulu diselesaikananhkat jdi pppk pulljngn ini itu duluukami sterusnya bekerja namun gaji abal abal,honorer dulu diselesaikananhkat jdi pppk pulljngn ini itu duluukami sterusnya bekerja namun gaji abal abal
"Skema alokasi anggaran sebesar Rp 306 triliun untuk program selain Makan Bergizi Gratis MBG, dengan fokus pada pembangunan ekonomi, kesejahteraan sosial, dan stabilitas fiskal 1. Pendidikan dan Pengembangan SDM Rp 80 Triliun 26,1 Rp 40T Pembangunan dan rehabilitasi sekolah di daerah tertinggal. Rp 20T Pelatihan dan peningkatan kompetensi guru serta dosen. Rp 10T Beasiswa bagi siswa berprestasi dan kurang mampu. Rp 10T Pengembangan kurikulum berbasis teknologi dan inovasi digital. 2. Kesehatan dan Penanggulangan Stunting Rp 50 Triliun 16,3 Rp 25T Pembangunan dan peningkatan fasilitas rumah sakit serta puskesmas. Rp 15T Program vaksinasi dan layanan kesehatan gratis bagi masyarakat miskin. Rp 10T Program penurunan angka stunting melalui edukasi dan bantuan gizi. 3. Infrastruktur dan Konektivitas Rp 70 Triliun 22,9 Rp 30T Pembangunan jalan, jembatan, dan transportasi publik. Rp 25T Ekspansi akses internet dan infrastruktur digital ke daerah terpencil. Rp 15T Pengembangan sistem logistik pangan untuk stabilisasi harga pangan. 4. Energi Terbarukan dan Lingkungan Rp 30 Triliun 9,8 Rp 15T Pengembangan PLTS dan PLTB untuk energi bersih. Rp 10T Program reboisasi dan konservasi hutan. Rp 5T Insentif bagi industri yang beralih ke energi ramah lingkungan. 5. Bantuan Sosial dan Pemberdayaan Masyarakat Rp 40 Triliun 13,1 Rp 20T Bantuan langsung tunai BLT bagi keluarga miskin. Rp 10T Program pelatihan keterampilan bagi pengangguran dan UMKM. Rp 10T Subsidi perumahan murah untuk masyarakat berpenghasilan rendah. 6. Stabilitas Fiskal dan Pengurangan Utang Rp 36 Triliun 11,8 Rp 20T Pembayaran sebagian utang untuk mengurangi beban bunga. Rp 16T Peningkatan kapasitas sistem perpajakan dan kepatuhan pajak. Total Rp 306 Triliun Alokasi ini menyeimbangkan kebutuhan pembangunan ekonomi jangka panjang dengan kesejahteraan sosial dan stabilitas fiskal, tanpa mengorbankan sektorsektor penting lainnya.",0,skema alokasi anggaran sebesar rp 306 triliun untuk program selain makan bergizi gratis mbg dengan fokus pada pembangunan ekonomi kesejahteraan sosial dan stabilitas fiskal 1 pendidikan dan pengembangan sdm rp 80 triliun 261 rp 40t pembangunan dan rehabilitasi sekolah di daerah tertinggal rp 20t pelatihan dan peningkatan kompetensi guru serta dosen rp 10t beasiswa bagi siswa berprestasi dan kurang mampu rp 10t pengembangan kurikulum berbasis teknologi dan inovasi digital 2 kesehatan dan penanggulangan stunting rp 50 triliun 163 rp 25t pembangunan dan peningkatan fasilitas rumah sakit serta puskesmas rp 15t program vaksinasi dan layanan kesehatan gratis bagi masyarakat miskin rp 10t program penurunan angka stunting melalui edukasi dan bantuan gizi 3 infrastruktur dan konektivitas rp 70 triliun 229 rp 30t pembangunan jalan jembatan dan transportasi publik rp 25t ekspansi akses internet dan infrastruktur digital ke daerah terpencil rp 15t pengembangan sistem logistik pangan untuk stabilisasi harga pangan 4 energi terbarukan dan lingkungan rp 30 triliun 98 rp 15t pengembangan plts dan pltb untuk energi bersih rp 10t program reboisasi dan konservasi hutan rp 5t insentif bagi industri yang beralih ke energi ramah lingkungan 5 bantuan sosial dan pemberdayaan masyarakat rp 40 triliun 131 rp 20t bantuan langsung tunai blt bagi keluarga miskin rp 10t program pelatihan keterampilan bagi pengangguran dan umkm rp 10t subsidi perumahan murah untuk masyarakat berpenghasilan rendah 6 stabilitas fiskal dan pengurangan utang rp 36 triliun 118 rp 20t pembayaran sebagian utang untuk mengurangi beban bunga rp 16t peningkatan kapasitas sistem perpajakan dan kepatuhan pajak total rp 306 triliun alokasi ini menyeimbangkan kebutuhan pembangunan ekonomi jangka panjang dengan kesejahteraan sosial dan stabilitas fiskal tanpa mengorbankan sektorsektor penting lainnya,skema alokasi anggaran sebesar rp 306 triliun untuk program selain makan bergizi gratis mbg dengan fokus pada pembangunan ekonomi kesejahteraan sosial dan stabilitas fiskal 1 pendidikan dan pengembangan sdm rp 80 triliun 261 rp 40t pembangunan dan rehabilitasi sekolah di daerah tertinggal rp 20t pelatihan dan peningkatan kompetensi guru serta dosen rp 10t beasiswa bagi siswa berprestasi dan kurang mampu rp 10t pengembangan kurikulum berbasis teknologi dan inovasi digital 2 kesehatan dan penanggulangan stunting rp 50 triliun 163 rp 25t pembangunan dan peningkatan fasilitas rumah sakit serta puskesmas rp 15t program vaksinasi dan layanan kesehatan gratis bagi masyarakat miskin rp 10t program penurunan angka stunting melalui edukasi dan bantuan gizi 3 infrastruktur dan konektivitas rp 70 triliun 229 rp 30t pembangunan jalan jembatan dan transportasi publik rp 25t ekspansi akses internet dan infrastruktur digital ke daerah terpencil rp 15t pengembangan sistem logistik pangan untuk stabilisasi harga pangan 4 energi terbarukan dan lingkungan rp 30 triliun 98 rp 15t pengembangan plts dan pltb untuk energi bersih rp 10t program reboisasi dan konservasi hutan rp 5t insentif bagi industri yang beralih ke energi ramah lingkungan 5 bantuan sosial dan pemberdayaan masyarakat rp 40 triliun 131 rp 20t bantuan langsung tunai blt bagi keluarga miskin rp 10t program pelatihan keterampilan bagi pengangguran dan umkm rp 10t subsidi perumahan murah untuk masyarakat berpenghasilan rendah 6 stabilitas fiskal dan pengurangan utang rp 36 triliun 118 rp 20t pembayaran sebagian utang untuk mengurangi beban bunga rp 16t peningkatan kapasitas sistem perpajakan dan kepatuhan pajak total rp 306 triliun alokasi ini menyeimbangkan kebutuhan pembangunan ekonomi jangka panjang dengan kesejahteraan sosial dan stabilitas fiskal tanpa mengorbankan sektorsektor penting lainnya
Bermaksud menghemat malah ekonomi jadi kacau,0,bermaksud menghemat malah ekonomi jadi kacau,bermaksud menghemat malah ekonomi jadi kacau
"Yth Prabowo,ada sistem lain yg menjanjikan bisa berjalan semua normal , kesejahteraan terwujud, mau tahu ? Semangat terus semakin taat pada aturan Pencipta Manusia",0,yth prabowoada sistem lain yg menjanjikan bisa berjalan semua normal  kesejahteraan terwujud mau tahu  semangat terus semakin taat pada aturan pencipta manusia,yth prabowoada sistem lain yang menjanjikan bisa berjalan semua normal kesejahteraan terwujud mau tahu semangat terus semakin taat pada aturan pencipta manusia
Judul nya bikin geram para ASNPNS yg terbiasa eng ing eng,0,judul nya bikin geram para asnpns yg terbiasa eng ing eng,judul nya bikin geram para asnpns yang terbiasa eng ing eng
"ada kementerian dan di indonesia banyak yg tunjangan nya masih sangat jauh jika d banding dengan pegawai daerah Jabodetabek, yg mencapai 2 digit..",0,ada kementerian dan di indonesia banyak yg tunjangan nya masih sangat jauh jika d banding dengan pegawai daerah jabodetabek yg mencapai 2 digit,ada kementerian dan di indonesia banyak yang tunjangan nya masih sangat jauh jika d banding dengan pegawai daerah jabodetabek yang mencapai 2 digit
"Rakyat harus menghemat 306 triliyun, giliran yang korupsi 300 triliun malah cuma dihukum 6,5 tahun. Hadeuhh..",0,rakyat harus menghemat 306 triliyun giliran yang korupsi 300 triliun malah cuma dihukum 65 tahun hadeuhh,rakyat harus menghemat 306 triliyun giliran yang korupsi 300 triliun malah cuma dihukum 65 tahun hadeuhh
"MBG itu dampaknya apa? Sia2 dan mubazir tanpa RISET yang jelas !!! Gak usah buat program asal SOK PRO RAKYAT tapi TIDAK NALAR !!! Bodoh dan PEMBODOHAN !!! Yang benar itu hapuskan KOMERSIALISAI PENDIDIKAN NEGERI dari pendidikan DASAR sampai pendidikan TINGGI !!! harus bilang dengan kasar dan keras, bahwa program MBG adalah BODOH !!! Korupsi di pemda2 perizinan diuangkan tutup kata, bener2 gak paham nih org2 pemerintahan",0,mbg itu dampaknya apa sia2 dan mubazir tanpa riset yang jelas  gak usah buat program asal sok pro rakyat tapi tidak nalar  bodoh dan pembodohan  yang benar itu hapuskan komersialisai pendidikan negeri dari pendidikan dasar sampai pendidikan tinggi  harus bilang dengan kasar dan keras bahwa program mbg adalah bodoh  korupsi di pemda2 perizinan diuangkan tutup kata bener2 gak paham nih org2 pemerintahan,mbg itu dampaknya apa sia2 dan mubazir tanpa riset yang jelas tidak usah buat program asal sok pro rakyat tapi tidak nalar bodoh dan pembodohan yang benar itu hapuskan komersialisai pendidikan negeri dari pendidikan dasar sampai pendidikan tinggi harus bilang dengan kasar dan keras bahwa program mbg adalah bodoh korupsi di pemda2 perizinan diuangkan tutup kata bener2 tidak paham nih org2 pemerintahan
"Yang nggak sekolah nggak dapat makan bergizi gratis, padahal sama2 membutuhkan, mending bangun sekolah biar masyarakat pintar semua dan bisa cari makan nantinya nggak usah nungggu makan gratis",0,yang nggak sekolah nggak dapat makan bergizi gratis padahal sama2 membutuhkan mending bangun sekolah biar masyarakat pintar semua dan bisa cari makan nantinya nggak usah nungggu makan gratis,yang nggak sekolah nggak dapat makan bergizi gratis padahal sama2 membutuhkan mending bangun sekolah biar masyarakat pintar semua dan bisa cari makan nantinya nggak usah nungggu makan gratis
Tidak usah cari populer pak .... Bapak ngasih anak anak makan gratis sementara orang tua nya di cekek cari gas susah kalau pun ada jadi mahal. Nanti anak anak yg bapak ksh makan gratis sampai rumah jg gak bisa makan krn gas nya gak ada.,0,tidak usah cari populer pak  bapak ngasih anak anak makan gratis sementara orang tua nya di cekek cari gas susah kalau pun ada jadi mahal nanti anak anak yg bapak ksh makan gratis sampai rumah jg gak bisa makan krn gas nya gak ada,tidak usah cari populer pak bapak ngasih anak anak makan gratis sementara orang tua nya di cekek cari gas susah kalau pun ada jadi mahal nanti anak anak yang bapak ksh makan gratis sampai rumah jg tidak bisa makan karena gas nya tidak ada
Mentri2 pakai bus kekantor.dpt penghematan .bensin perawatan kendaraan..dan anggota DPR kekantor naik bus...,0,mentri2 pakai bus kekantordpt penghematan bensin perawatan kendaraandan anggota dpr kekantor naik bus,mentri2 pakai bus kekantordpt penghematan bensin perawatan kendaraandan anggota dpr kekantor naik bus
anggaran mati matian dikurangi pembuat utang sangat besar mulyono mulyani pesta pora tertawa...ga sadar ya....,0,anggaran mati matian dikurangi pembuat utang sangat besar mulyono mulyani pesta pora tertawaga sadar ya,anggaran mati matian dikurangi pembuat utang sangat besar mulyono mulyani pesta pora tertawaga sadar ya
100 hari berjalan 1 Gaduh makan gratis dana 3 ribu 2 Gaduh pajak naik 3 Gaduh diskon pln dibatasi waktu 4 Gaduh laut kok dipagar dikavling 5 Gaduh zonasi skolah buat susah 6 Gaduh gas elpiji 3kg jd mahal 7 Gaduh ... 8 Gaduh ... 9 Gaduh ...,0,100 hari berjalan 1 gaduh makan gratis dana 3 ribu 2 gaduh pajak naik 3 gaduh diskon pln dibatasi waktu 4 gaduh laut kok dipagar dikavling 5 gaduh zonasi skolah buat susah 6 gaduh gas elpiji 3kg jd mahal 7 gaduh  8 gaduh  9 gaduh,100 hari berjalan 1 gaduh makan gratis dana 3 ribu 2 gaduh pajak naik 3 gaduh diskon pln dibatasi waktu 4 gaduh laut kok dipagar dikavling 5 gaduh zonasi skolah buat susah 6 gaduh gas elpiji 3kg jd mahal 7 gaduh 8 gaduh 9 gaduh
misael dimana?,0,misael dimana,misael dimana
U emang gacir parah,0,u emang gacir parah,u emang gacir parah
"gachor bgt di U , jepe mulu",0,gachor bgt di u  jepe mulu,gachor banget di u jepe mulu
